column_name,column_description
Match_Id,Unique Number Which Identifies a match
Over_Id,Unique Number which Identifies an over in an Innings
Ball_Id,Unique Number which Identifies a ball in an over
Innings_No,Unique Number which Identifies an innings in a match
Team_Batting,Unique Number which Identifies Batting team in a match
Team_Bowling,Unique Number which Identifies Bowling team in a match
Striker_Batting_Position,Unique Number which Identifies the position in which player came into bat
Striker,Unique Number which Identifies the player who is on strike for that particular ball
Non_Striker,Unique Number which Identifies the player who is Non-striker for that particular ball
Bowler,Unique Number which Identifies the player who is Bowling that particular ball
