column_name,column_description
activity_date,The date of the activity.
activity_type_id,The ID of the activity type.
campaign_id,The ID of the email's campaign.
campaign_run_id,The ID of the email's campaign run.
choice_number,The choice number of the current step that triggered the activity.
device,The device type the activity occurred on.
email_template_id,The ID of the email's template.
id,ID of the activity.
is_mobile_device,Whether the activity occurred on a mobile device.
lead_id,The ID of the lead related to the activity.
link,The URL of the link clicked.
primary_attribute_value,The primary attribute of the activity.
primary_attribute_value_id,The ID of the primary attribute of the activity.
step_id,The Id of the current step in the flow.
user_agent,The Web browser user agent information obtained when the lead clicked the email link.
PLATFORM,
